Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
72,2:10:52,,Bernard BARMASAI,06 MAY 1974,KEN,4,,Amsterdam (NED),16 OCT 2005,1146
73,2:10:53,,Michael Kosgei ROTICH,29 OCT 1982,KEN,7,,Berlin (GER),25 SEP 2005,1146
73,2:10:53,,Sammy Kipchoge KORIR,12 DEC 1971,KEN,9,,"Chicago, IL (USA)",09 OCT 2005,1146
75,2:10:59,,Isaac Wanjohi MACHARIA,25 NOV 1978,KEN,1,,Nagano (JPN),17 APR 2005,1144
76,2:11:00,,Viktor RÖTHLIN,14 OCT 1974,SUI,4,,Zürich (SUI),03 APR 2005,1144
77,2:11:06,,El Hassan LAHSSINI,01 JAN 1975,FRA,8,,Paris (FRA),10 APR 2005,1142
78,2:11:07,,Titus MUNJI,20 DEC 1979,KEN,7,,Rotterdam (NED),10 APR 2005,1142
79,2:11:13,,Ruggero PERTILE,08 AUG 1974,ITA,8,,Otsu (JPN),06 MAR 2005,1140
79,2:11:13,,Danilo GOFFI,03 DEC 1972,ITA,1,,Torino (ITA),17 APR 2005,1140
81,2:11:16,,Francesco BENNICI,03 OCT 1971,ITA,2,,Torino (ITA),17 APR 2005,1139
81,2:11:16,,Tsuyoshi OGATA,11 MAY 1973,JPN,3,,"Olympiastadion, Helsinki (FIN)",13 AUG 2005,1139
83,2:11:19,,Gert THYS,12 NOV 1971,RSA,2,,Seoul (KOR),13 MAR 2005,1138
84,2:11:20,,Dmitriy BURMAKIN,08 JAN 1981,RUS,5,,Zürich (SUI),03 APR 2005,1138
84,2:11:20,,Grigoriy ANDREYEV,07 JAN 1976,RUS,2,,Nagano (JPN),17 APR 2005,1138
86,2:11:22,,Joseph Peter KADON,1970,KEN,6,,Zürich (SUI),03 APR 2005,1138
87,2:11:24,,Willy CHERUIYOT,02 AUG 1974,KEN,2,,Dubai (UAE),06 JAN 2005,1137
88,2:11:26,,Gidem AMAHA,16 SEP 1977,ETH,3,,Dubai (UAE),06 JAN 2005,1137
89,2:11:28,,Johnstone Kipkorir CHEPKWONY,05 MAY 1984,KEN,4,,Dubai (UAE),06 JAN 2005,1136
89,2:11:28,,Paul Kiprop KIRUI,05 FEB 1980,KEN,2,,Milano (ITA),04 DEC 2005,1136
91,2:11:32,,Tomoaki KUNICHIKA,22 APR 1973,JPN,3,,Seoul (KOR),13 MAR 2005,1135
92,2:11:36,,Scott WESTCOTT,25 SEP 1975,AUS,2,,Beppu (JPN),06 FEB 2005,1134
92,2:11:36,,Chol RI-KYONG,08 MAR 1979,PRK,1,,Pyongyang (PRK),10 APR 2005,1134
94,2:11:38,,Paul TERGAT,17 JUN 1969,KEN,8,,London (GBR),17 APR 2005,1133
95,2:11:39,,August Mbusuyo KAVUTU,1977,KEN,5,,Dubai (UAE),06 JAN 2005,1133
96,2:11:40,,David Omiti MAKORI,06 NOV 1973,KEN,3,,Torino (ITA),17 APR 2005,1133
97,2:11:41,,Ambesse TOLOSSA,28 AUG 1977,ETH,9,,Paris (FRA),10 APR 2005,1132
98,2:11:42,,Yusuf SONGOKA,05 FEB 1979,KEN,8,,Rotterdam (NED),10 APR 2005,1132
98,2:11:42,,Andrew LETHERBY,19 SEP 1973,AUS,8,,Berlin (GER),25 SEP 2005,1132
100,2:11:47,,George Onwonga OKWORO,12 MAY 1979,KEN,1,,Torreón (MEX),06 MAR 2005,1131
