Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
24,2:06:45,,Bernard Kiprop KIPYEGO,16 JUL 1986,KEN,8,,Amsterdam (NED),16 OCT 2016,1215
26,2:06:48,,Mark KORIR,06 AUG 1988,KEN,1,,Frankfurt (GER),30 OCT 2016,1214
27,2:06:51,,Franklin CHEPKWONY,15 JUN 1984,KEN,5,,Seoul (KOR),20 MAR 2016,1213
28,2:06:53,,Samuel Kiplimo KOSGEI,20 JAN 1986,KEN,7,,Dubai (UAE),22 JAN 2016,1212
29,2:06:56,,Feyisa LILESA,01 FEB 1990,ETH,1,,Tokyo (JPN),28 FEB 2016,1212
30,2:06:58,,Filex Kipchirchir KIPROTICH,07 DEC 1988,KEN,1,,Gongju (KOR),16 OCT 2016,1211
31,2:07:11,,CyBrian KOTUT,06 JUN 1992,KEN,1,,Paris (FRA),03 APR 2016,1207
32,2:07:20,,Philemon RONO,08 FEB 1991,KEN,2,,Hamburg (GER),17 APR 2016,1205
33,2:07:21,,Lukas Lokobe KANDA,01 JAN 1983,KEN,1,,Chuncheon (KOR),23 OCT 2016,1205
34,2:07:22,,Martin KIPRUGUT KOSGEY,21 MAR 1989,KEN,2,,Frankfurt (GER),30 OCT 2016,1204
35,2:07:24,,Lawrence CHERONO,07 AUG 1988,KEN,1,,Praha (CZE),08 MAY 2016,1204
36,2:07:30,,Asbel KIPSANG,10 SEP 1993,KEN,6,,Seoul (KOR),20 MAR 2016,1202
37,2:07:34,,Dickson CHUMBA,27 OCT 1986,KEN,3,,Tokyo (JPN),28 FEB 2016,1201
38,2:07:37,,Stephen CHEMLANY,09 AUG 1982,KEN,3,,Paris (FRA),03 APR 2016,1200
39,2:07:39,,Victor KIPCHIRCHIR,05 DEC 1987,KEN,1,,Valencia (ESP),20 NOV 2016,1200
40,2:07:46,,Stephen KIPROTICH,27 FEB 1989,UGA,4,,Tokyo (JPN),28 FEB 2016,1198
40,2:07:46,,Ghirmay GHEBRESLASSIE,14 NOV 1995,ERI,4,,London (GBR),24 APR 2016,1198
42,2:07:47,,Eliud KIPTANUI,06 JUN 1989,KEN,5,,Berlin (GER),25 SEP 2016,1197
43,2:07:48,,Abera KUMA,31 AUG 1990,ETH,10,,Amsterdam (NED),16 OCT 2016,1197
44,2:07:49,,Ernest NGENO,20 MAY 1995,KEN,2,,Gongju (KOR),16 OCT 2016,1197
45,2:08:03,,Micah Kemboi KOGO,30 JUN 1986,KEN,4,,Paris (FRA),03 APR 2016,1193
45,2:08:03,,Robert KWAMBAI,22 NOV 1985,KEN,3,,Gongju (KOR),16 OCT 2016,1193
47,2:08:04,,Gilbert YEGON,06 AUG 1988,KEN,2,,Valencia (ESP),20 NOV 2016,1192
48,2:08:06,,Abel KIRUI,06 APR 1982,KEN,5,,Tokyo (JPN),28 FEB 2016,1192
49,2:08:07,,Joel Kemboi KIMURER,21 JAN 1988,KEN,1,,Seoul (KOR),30 OCT 2016,1192
50,2:08:11,,Tilahun REGASSA,18 JAN 1990,ETH,8,,Dubai (UAE),22 JAN 2016,1191
51,2:08:12,,Amos KIPRUTO,16 SEP 1992,KEN,1,,Roma (ITA),10 APR 2016,1190
51,2:08:12,,Peter Cheruiyot KIRUI,02 JAN 1988,KEN,3,,Valencia (ESP),20 NOV 2016,1190
53,2:08:14,,Cosmas LAGAT,12 DEC 1990,KEN,1,,Sevilla (ESP),21 FEB 2016,1190
53,2:08:14,,Dino SEFIR,28 MAY 1988,ETH,1,,Ottawa (CAN),29 MAY 2016,1190
55,2:08:17,,Gebretsadik ABRAHA,16 JUL 1992,ETH,5,,Paris (FRA),03 APR 2016,1189
56,2:08:19,,Sammy Kigen KORIR,22 SEP 1985,KEN,11,,Amsterdam (NED),16 OCT 2016,1188
56,2:08:19,,Wilson Kwambai CHEBET,12 JUL 1985,KEN,12,,Amsterdam (NED),16 OCT 2016,1188
58,2:08:20,,Ishimael BUSHENDICH,07 JUL 1991,KEN,2,,Milano (ITA),03 APR 2016,1188
59,2:08:23,,Hillary KIPCHUMBA,1985,KEN,4,,Gongju (KOR),16 OCT 2016,1187
60,2:08:28,,Alfers LAGAT,07 AUG 1986,KEN,6,,Paris (FRA),03 APR 2016,1186
61,2:08:31,,Solomon Kirwa YEGO,10 MAY 1987,KEN,3,,Praha (CZE),08 MAY 2016,1185
61,2:08:31,,John Nzau MWANGANGI,11 JAN 1990,KEN,4,,Valencia (ESP),20 NOV 2016,1185
63,2:08:34,,Thomas KIPLAGAT,01 MAR 1987,KEN,9,,Dubai (UAE),22 JAN 2016,1184
64,2:08:35,,Gideon Kipkemoi KIPKETER,10 NOV 1992,KEN,1,,Mumbai (IND),17 JAN 2016,1184
65,2:08:38,,Kenneth Mburu MUNGARA,07 SEP 1973,KEN,3,,Milano (ITA),03 APR 2016,1183
66,2:08:39,,Raymond Kipchumba CHOGE,02 JAN 1988,KEN,1,,Köln (GER),02 OCT 2016,1183
67,2:08:41,,Asefa MENGSTU,22 JAN 1988,ETH,1,,Cape Town (RSA),18 SEP 2016,1182
68,2:08:47,,Emmanuel Tirop KETER,1980,KEN,2,,Cape Town (RSA),18 SEP 2016,1180
69,2:08:48,,Limenih GETACHEW,30 APR 1990,ETH,4,,Rotterdam (NED),10 APR 2016,1180
69,2:08:48,,Yemane TSEGAY,08 APR 1985,ETH,1,,Fukuoka (JPN),04 DEC 2016,1180
71,2:08:51,,Pius Dominic ONDORO,03 MAR 1988,KEN,1,,St. Paul (USA),09 OCT 2016,1179
72,2:08:53,,Yitayal Atnafu ZERIHUN,20 JAN 1993,ETH,7,,Paris (FRA),03 APR 2016,1179
72,2:08:53,,Lucas Kimeli ROTICH,16 APR 1990,KEN,2,,"New York, NY (USA)",06 NOV 2016,1179
74,2:08:54,,Kelkile GEZAHEGN,01 OCT 1996,ETH,1,,Hefei (CHN),12 NOV 2016,1179
75,2:08:55,,Ezekiel KEMBOI OMULLO,10 DEC 1987,KEN,1,,Warszawa (POL),25 SEP 2016,1178
76,2:08:56,,Jacob Kibet Chulyo KENDAGOR,24 AUG 1984,KEN,7,,Seoul (KOR),20 MAR 2016,1178
77,2:08:57,,Patrick Makau MUSYOKI,02 MAR 1985,KEN,2,,Fukuoka (JPN),04 DEC 2016,1178
78,2:08:58,,David Kemboi KIYENG,22 APR 1983,KEN,1,,Košice (SVK),02 OCT 2016,1177
79,2:09:01,,Yuki KAWAUCHI,05 MAR 1987,JPN,2,,Gold Coast (AUS),03 JUL 2016,1177
79,2:09:01,,Ronald KORIR,10 APR 1991,KEN,2,,Seoul (KOR),30 OCT 2016,1177
81,2:09:03,,Birhanu TESHOME,1996,ETH,2,,Hefei (CHN),12 NOV 2016,1176
82,2:09:05,,Reuben KERIO,02 JUN 1994,KEN,1,,Brescia (ITA),13 MAR 2016,1175
83,2:09:06,,Edwin KOECH,14 DEC 1987,KEN,1,,Linz (AUT),03 APR 2016,1175
84,2:09:16,,Hisanori KITAJIMA,16 OCT 1984,JPN,2,,Otsu (JPN),06 MAR 2016,1172
84,2:09:16,,Laban MUTAI,15 JAN 1988,KEN,1,,Ljubljana (SLO),30 OCT 2016,1172
86,2:09:19,,Alphonce Felix SIMBU,14 FEB 1992,TAN,3,,Otsu (JPN),06 MAR 2016,1172
86,2:09:19,,Nobert KIGEN,24 JAN 1993,KEN,3,,Eindhoven (NED),09 OCT 2016,1172
86,2:09:19,,Philip Sanga KIMUTAI,10 SEP 1983,KEN,2,,Ljubljana (SLO),30 OCT 2016,1172
86,2:09:19,,Chele DECHASA,13 JUN 1984,ETH,3,,Seoul (KOR),30 OCT 2016,1172
90,2:09:20,,Seboka Dibaba TOLA,10 NOV 1987,ETH,2,,Mumbai (IND),17 JAN 2016,1171
91,2:09:21,,Barnabas KIPTUM,08 DEC 1986,KEN,3,,Cape Town (RSA),18 SEP 2016,1171
92,2:09:24,,Mesfin TESHOME,,ETH,10,,Dubai (UAE),22 JAN 2016,1170
92,2:09:24,,Elija KEMBOI,10 SEP 1984,KEN,2,,Košice (SVK),02 OCT 2016,1170
94,2:09:25,,Suehiro ISHIKAWA,27 SEP 1979,JPN,4,,Otsu (JPN),06 MAR 2016,1170
94,2:09:25,,Duncan Kipkurui MAIYO,05 AUG 1990,KEN,4,,Eindhoven (NED),09 OCT 2016,1170
96,2:09:27,,Melaku ABERA,20 APR 1994,ETH,1,,Oita (JPN),07 FEB 2016,1169
96,2:09:27,,Birhanu ADDISIE,13 SEP 1995,ETH,2,,Roma (ITA),10 APR 2016,1169
96,2:09:27,,Dickson TUWEI,31 OCT 1992,KEN,1,,Dongying (CHN),08 MAY 2016,1169
99,2:09:28,,Dominic RUTO,05 MAY 1990,KEN,3,,Roma (ITA),10 APR 2016,1169
99,2:09:28,,Tujuba Beyu MEGERSA,1987,ETH,4,,Roma (ITA),10 APR 2016,1169
1,2:03:32,,Eliud KIPCHOGE,05 NOV 1984,KEN,1,,Berlin (GER),24 SEP 2017,1270
2,2:03:46,,Guye Idemo ADOLA,20 OCT 1990,ETH,2,,Berlin (GER),24 SEP 2017,1266
3,2:03:58,,Wilson Kipsang KIPROTICH,15 MAR 1982,KEN,1,,Tokyo (JPN),26 FEB 2017,1262
4,2:04:11,,Tamirat TOLA,11 AUG 1991,ETH,1,,Dubai (UAE),20 JAN 2017,1259
5,2:05:09,,Lawrence CHERONO,07 AUG 1988,KEN,1,,Amsterdam (NED),15 OCT 2017,1242
6,2:05:13,,Nobert KIGEN,24 JAN 1993,KEN,2,,Amsterdam (NED),15 OCT 2017,1241
7,2:05:15,,Sammy KITWARA,26 NOV 1986,KEN,1,,Valencia (ESP),19 NOV 2017,1240
8,2:05:26,,Abraham KIPTUM,15 SEP 1989,KEN,3,,Amsterdam (NED),15 OCT 2017,1237
9,2:05:30,,Evans CHEBET,10 NOV 1988,KEN,2,,Valencia (ESP),19 NOV 2017,1236
10,2:05:39,,Mule WASIHUN,20 OCT 1993,ETH,4,,Amsterdam (NED),15 OCT 2017,1233
11,2:05:43,,Amos KIPRUTO,16 SEP 1992,KEN,5,,Amsterdam (NED),15 OCT 2017,1232
12,2:05:48,,Daniel KINYUA,25 MAY 1992,KEN,1,,London (GBR),23 APR 2017,1231
12,2:05:48,,Sondre Nordstad MOEN,12 JAN 1991,NOR,1,,Fukuoka (JPN),03 DEC 2017,1231
14,2:05:50,,Shura KITATA,09 JUN 1996,ETH,1,,Frankfurt (GER),29 OCT 2017,1230
15,2:05:51,,Gideon Kipkemoi KIPKETER,10 NOV 1992,KEN,2,,Tokyo (JPN),26 FEB 2017,1230
16,2:05:57,,Kenenisa BEKELE,13 JUN 1982,ETH,2,,London (GBR),23 APR 2017,1228
17,2:06:03,,Felix Kipchirchir KANDIE,10 APR 1987,KEN,2,,Seoul (KOR),19 MAR 2017,1227
18,2:06:04,,Marius KIMUTAI,10 DEC 1992,BRN,1,,Rotterdam (NED),09 APR 2017,1226
19,2:06:05,,Mark KORIR,06 AUG 1988,KEN,3,,Seoul (KOR),19 MAR 2017,1226
20,2:06:10,,Paul LONYANGATA,12 DEC 1992,KEN,1,,Paris (FRA),09 APR 2017,1225
21,2:06:12,,Mosinet GEREMEW,12 FEB 1992,ETH,3,,Berlin (GER),24 SEP 2017,1224
22,2:06:13,,Festus TALAM,20 OCT 1994,KEN,1,,Eindhoven (NED),08 OCT 2017,1224
22,2:06:13,,Felix KIRWA,08 OCT 1995,KEN,2,,Eindhoven (NED),08 OCT 2017,1224
24,2:06:14,,Vincent KIPRUTO,13 SEP 1987,KEN,5,,Berlin (GER),24 SEP 2017,1224
25,2:06:25,,Dickson CHUMBA,27 OCT 1986,KEN,3,,Tokyo (JPN),26 FEB 2017,1220
25,2:06:25,,Laban Kipngetich KORIR,30 JUN 1985,KEN,3,,Rotterdam (NED),09 APR 2017,1220
27,2:06:27,,Wilson Loyanae ERUPE,20 NOV 1988,KEN,5,,Seoul (KOR),19 MAR 2017,1220
28,2:06:38,,Deribe ROBI,26 SEP 1990,ETH,3,,Valencia (ESP),19 NOV 2017,1217
29,2:06:43,,Marius KIPSEREM,17 MAY 1988,KEN,3,,Eindhoven (NED),08 OCT 2017,1215
30,2:06:44,,Abera KUMA,31 AUG 1990,ETH,4,,Valencia (ESP),19 NOV 2017,1215
31,2:06:52,,Philemon RONO,08 FEB 1991,KEN,1,,Toronto (CAN),22 OCT 2017,1213
32,2:06:54,,Filex Kipchirchir KIPROTICH,07 DEC 1988,KEN,1,,Gongju (KOR),15 OCT 2017,1212
33,2:06:56,,Kelkile GEZAHEGN,01 OCT 1996,ETH,2,,Frankfurt (GER),29 OCT 2017,1212
34,2:06:57,,Stephen CHEBOGUT,09 JAN 1985,KEN,2,,Paris (FRA),09 APR 2017,1211
35,2:07:10,,Dejene DEBELA,09 JAN 1995,ETH,4,,Eindhoven (NED),08 OCT 2017,1208
35,2:07:10,,Stephen KIPROTICH,27 FEB 1989,UGA,2,,Fukuoka (JPN),03 DEC 2017,1208
37,2:07:12,,Solomon Kirwa YEGO,10 MAY 1987,KEN,3,,Paris (FRA),09 APR 2017,1207
38,2:07:13,,Edwin KOECH,25 MAR 1992,KEN,1,,Milano (ITA),02 APR 2017,1207
39,2:07:19,,Lucas Kimeli ROTICH,16 APR 1990,KEN,5,,Rotterdam (NED),09 APR 2017,1205
39,2:07:19,,Suguru OSAKO,23 MAY 1991,JPN,3,,Fukuoka (JPN),03 DEC 2017,1205
41,2:07:21,,Yitayal Atnafu ZERIHUN,20 JAN 1993,ETH,4,,Paris (FRA),09 APR 2017,1205
41,2:07:21,,Benson KIPRUTO,17 MAR 1991,KEN,2,,Gongju (KOR),15 OCT 2017,1205
43,2:07:25,,Eliud KIPTANUI,06 JUN 1989,KEN,5,,Valencia (ESP),19 NOV 2017,1203
44,2:07:26,,Tsegaye MEKONNEN,15 JUN 1995,ETH,1,,Hamburg (GER),23 APR 2017,1203
45,2:07:32,,Mathew Kipkoech KISORIO,16 MAY 1989,KEN,1,,Daegu (KOR),02 APR 2017,1201
46,2:07:33,,Jacob Kibet Chulyo KENDAGOR,24 AUG 1984,KEN,6,,Seoul (KOR),19 MAR 2017,1201
47,2:07:34,,Samuel Tsegay TESFAMARIAM,24 FEB 1988,ERI,6,,Valencia (ESP),19 NOV 2017,1201
48,2:07:39,,Alfers LAGAT,07 AUG 1986,KEN,5,,Tokyo (JPN),26 FEB 2017,1200
48,2:07:39,,Tesfaye ABERA,31 MAR 1992,ETH,8,,Amsterdam (NED),15 OCT 2017,1200
50,2:07:41,,Bedan KAROKI,21 AUG 1990,KEN,3,,London (GBR),23 APR 2017,1199
51,2:07:42,,Abayneh AYELE,04 NOV 1987,ETH,5,,Paris (FRA),09 APR 2017,1199
52,2:07:43,,Titus EKIRU,02 JAN 1992,KEN,1,,Sevilla (ESP),19 FEB 2017,1198
53,2:07:45,,Abel KIRUI,06 APR 1982,KEN,4,,London (GBR),23 APR 2017,1198
54,2:07:46,,Getu FELEKE,28 NOV 1986,ETH,3,,Frankfurt (GER),29 OCT 2017,1198
55,2:07:48,,Tariku KINFU,1996,ETH,2,,Sevilla (ESP),19 FEB 2017,1197
56,2:08:04,,Sisay LEMMA,12 DEC 1990,ETH,3,,Dubai (UAE),20 JAN 2017,1192
57,2:08:06,,Julius TUWEI,26 SEP 1993,KEN,7,,Valencia (ESP),19 NOV 2017,1192
58,2:08:09,,Sisay JISA,29 DEC 1982,ETH,4,,Dubai (UAE),20 JAN 2017,1191
59,2:08:10,,Bernard Kiprop KIPYEGO,16 JUL 1986,KEN,6,,Tokyo (JPN),26 FEB 2017,1191
60,2:08:11,,Saïd AÏT ADDI,29 JUN 1982,MAR,8,,Valencia (ESP),19 NOV 2017,1191
61,2:08:12,,Reuben KERIO,02 JUN 1994,KEN,1,,Košice (SVK),01 OCT 2017,1190
62,2:08:14,,Yohanes GHEBREGERGIS,01 JAN 1989,ERI,7,,Tokyo (JPN),26 FEB 2017,1190
62,2:08:14,,Robert KWAMBAI,22 NOV 1985,KEN,3,,Gongju (KOR),15 OCT 2017,1190
64,2:08:16,,Abdi NAGEEYE,02 MAR 1989,NED,9,,Amsterdam (NED),15 OCT 2017,1189
65,2:08:22,,Hiroto INOUE,06 JAN 1993,JPN,8,,Tokyo (JPN),26 FEB 2017,1187
66,2:08:26,,Kipkemoi KIPSANG,10 OCT 1990,KEN,3,,Sevilla (ESP),19 FEB 2017,1186
66,2:08:26,,Aperumoi KACHAPIN,12 JAN 1990,KEN,10,,Amsterdam (NED),15 OCT 2017,1186
68,2:08:27,,Lemi BERHANU,13 SEP 1994,ETH,1,,Xiamen (CHN),02 JAN 2017,1186
68,2:08:27,,Geoffrey KIRUI,16 FEB 1993,KEN,1,,"Olympic Stadium, London (GBR)",06 AUG 2017,1186
70,2:08:29,,Asbel KIPSANG,10 SEP 1993,KEN,6,,Paris (FRA),09 APR 2017,1185
71,2:08:32,,Bernard Kiprop KOECH,31 JAN 1988,KEN,9,,Valencia (ESP),19 NOV 2017,1185
72,2:08:35,,Stephen MOKOKA,31 JAN 1985,RSA,1,,Shanghai (CHN),12 NOV 2017,1184
73,2:08:36,,Fikre ASSEFA,18 JAN 1989,ETH,2,,Košice (SVK),01 OCT 2017,1184
74,2:08:37,,Ayele ABSHERO,28 DEC 1990,ETH,4,,Gongju (KOR),15 OCT 2017,1183
75,2:08:38,,Ernest NGENO,20 MAY 1995,KEN,2,,Shanghai (CHN),12 NOV 2017,1183
76,2:08:39,,Mark LOKWANAMOI,01 FEB 1988,KEN,5,,Dubai (UAE),20 JAN 2017,1183
76,2:08:39,,Samuel Kiplimo KOSGEI,20 JAN 1986,KEN,7,,Paris (FRA),09 APR 2017,1183
78,2:08:40,,Albert KORIR,02 MAR 1994,KEN,1,,Wien (AUT),23 APR 2017,1182
79,2:08:42,,Ishimael BUSHENDICH,07 JUL 1991,KEN,2,,Wien (AUT),23 APR 2017,1182
80,2:08:45,,Tsegaye KEBEDE,15 JAN 1987,ETH,9,,Tokyo (JPN),26 FEB 2017,1181
80,2:08:45,,Cosmas BIRECH,21 MAR 1986,KEN,5,,Eindhoven (NED),08 OCT 2017,1181
82,2:08:46,,Richard KIPROP,03 APR 1989,KEN,8,,Paris (FRA),09 APR 2017,1181
83,2:08:47,,Gebretsadik ABRAHA,16 JUL 1992,ETH,1,,Praha (CZE),07 MAY 2017,1180
84,2:08:48,,Bazu WORKU HAYLA,15 SEP 1990,ETH,2,,Praha (CZE),07 MAY 2017,1180
85,2:08:51,,Bira SEBOKA,16 NOV 1994,ETH,11,,Amsterdam (NED),15 OCT 2017,1179
86,2:08:52,,Victor KIPCHIRCHIR,05 DEC 1987,KEN,7,,Seoul (KOR),19 MAR 2017,1179
87,2:08:57,,Jonah CHESUM,05 MAY 1989,KEN,1,,Barcelona (ESP),12 MAR 2017,1178
88,2:08:58,,Elisha ROTICH,12 APR 1990,KEN,1,,Chuncheon (KOR),29 OCT 2017,1177
89,2:08:59,,Takuya NOGUCHI,02 JUL 1988,JPN,1,,Gold Coast (AUS),02 JUL 2017,1177
90,2:09:00,,Mekuant AYENEW,24 OCT 1991,ETH,3,,Praha (CZE),07 MAY 2017,1177
91,2:09:01,,Robert CHEMOSIN,01 FEB 1989,KEN,4,,Hamburg (GER),23 APR 2017,1177
92,2:09:03,,Yuta SHITARA,18 DEC 1991,JPN,6,,Berlin (GER),24 SEP 2017,1176
93,2:09:04,,Kenneth Mburu MUNGARA,07 SEP 1973,KEN,2,,Gold Coast (AUS),02 JUL 2017,1176
94,2:09:05,,Richard SIGEI,11 APR 1985,KEN,3,,Košice (SVK),01 OCT 2017,1175
94,2:09:05,,Evans SAMBU,21 AUG 1993,KEN,5,,Gongju (KOR),15 OCT 2017,1175
96,2:09:06,,Ezekiel CHEBII,03 JAN 1991,KEN,1,,Otsu (JPN),05 MAR 2017,1175
97,2:09:08,,Dominic RUTO,05 MAY 1990,KEN,2,,Roma (ITA),02 APR 2017,1175
98,2:09:10,,Ezekiel KEMBOI OMULLO,10 DEC 1987,KEN,3,,Wien (AUT),23 APR 2017,1174
98,2:09:10,,Alphonce Felix SIMBU,14 FEB 1992,TAN,5,,London (GBR),23 APR 2017,1174
100,2:09:11,,Anthony MARITIM,12 NOV 1986,KEN,1,,Linz (AUT),09 APR 2017,1174
1,2:04:00,,Eliud KIPCHOGE,05 NOV 1984,KEN,1,,Berlin (GER),27 SEP 2015,1262
2,2:04:47,,Wilson Kipsang KIPROTICH,15 MAR 1982,KEN,2,,London (GBR),26 APR 2015,1248
3,2:05:21,,Eliud KIPTANUI,06 JUN 1989,KEN,2,,Berlin (GER),27 SEP 2015,1239
4,2:05:28,,Lemi BERHANU,13 SEP 1994,ETH,1,,Dubai (UAE),23 JAN 2015,1237
5,2:05:49,,Mark KORIR,06 AUG 1988,KEN,1,,Paris (FRA),12 APR 2015,1231
6,2:05:50,,Dennis KIMETTO,22 APR 1984,KEN,3,,London (GBR),26 APR 2015,1230
7,2:05:52,,Lelisa DESISA,14 JAN 1990,ETH,2,,Dubai (UAE),23 JAN 2015,1230
7,2:05:52,,Stephen CHEBOGUT,09 JAN 1985,KEN,1,,Eindhoven (NED),11 OCT 2015,1230
9,2:05:58,,Deribe ROBI,26 SEP 1990,ETH,2,,Eindhoven (NED),11 OCT 2015,1228
10,2:06:00,,Endeshaw NEGESSE,13 MAR 1988,ETH,1,,Tokyo (JPN),22 FEB 2015,1227
10,2:06:00,,Mark Kosgei KIPTOO,21 JUN 1976,KEN,3,,Eindhoven (NED),11 OCT 2015,1227
12,2:06:11,,Wilson Loyanae ERUPE,20 NOV 1988,KEN,1,,Seoul (KOR),15 MAR 2015,1224
13,2:06:13,,John Nzau MWANGANGI,11 JAN 1990,KEN,1,,Valencia (ESP),15 NOV 2015,1224
14,2:06:19,,Moses MOSOP,07 JUL 1985,KEN,1,,Xiamen (CHN),03 JAN 2015,1222
14,2:06:19,,Bernard Kiprop KIPYEGO,16 JUL 1986,KEN,1,,Amsterdam (NED),18 OCT 2015,1222
16,2:06:26,,Sisay LEMMA,12 DEC 1990,ETH,1,,Frankfurt (GER),25 OCT 2015,1220
17,2:06:33,,Stephen KIPROTICH,27 FEB 1989,UGA,2,,Tokyo (JPN),22 FEB 2015,1218
17,2:06:33,,Mathew Kipkoech KISORIO,16 MAY 1989,KEN,2,,Valencia (ESP),15 NOV 2015,1218
19,2:06:34,,Dickson CHUMBA,27 OCT 1986,KEN,3,,Tokyo (JPN),22 FEB 2015,1218
19,2:06:34,,Lani RUTTO,29 MAR 1989,KEN,2,,Frankfurt (GER),25 OCT 2015,1218
21,2:06:35,,Feyisa LILESA,01 FEB 1990,ETH,4,,Dubai (UAE),23 JAN 2015,1218
22,2:06:41,,Stanley Kipleting BIWOTT,21 APR 1986,KEN,4,,London (GBR),26 APR 2015,1216
23,2:06:47,,Abera KUMA,31 AUG 1990,ETH,1,,Rotterdam (NED),12 APR 2015,1214
24,2:06:48,,Alfers LAGAT,07 AUG 1986,KEN,3,,Frankfurt (GER),25 OCT 2015,1214
25,2:06:54,,Tilahun REGASSA,18 JAN 1990,ETH,2,,Xiamen (CHN),03 JAN 2015,1212
26,2:06:59,,Filex Kipchirchir KIPROTICH,07 DEC 1988,KEN,2,,Seoul (KOR),15 MAR 2015,1211
27,2:07:07,,Samuel Kiplimo KOSGEI,20 JAN 1986,KEN,1,,Košice (SVK),04 OCT 2015,1209
27,2:07:07,,Felix Kipchirchir KANDIE,10 APR 1987,KEN,3,,Valencia (ESP),15 NOV 2015,1209
29,2:07:09,,Bazu WORKU HAYLA,15 SEP 1990,ETH,6,,Dubai (UAE),23 JAN 2015,1208
30,2:07:14,,Paul LONYANGATA,12 DEC 1992,KEN,1,,Shanghai (CHN),08 NOV 2015,1207
31,2:07:16,,Abayneh AYELE,04 NOV 1987,ETH,4,,Eindhoven (NED),11 OCT 2015,1206
32,2:07:17,,Lucas Kimeli ROTICH,16 APR 1990,KEN,1,,Hamburg (GER),26 APR 2015,1206
33,2:07:18,,Ezekiel CHEBII,03 JAN 1991,KEN,2,,Amsterdam (NED),18 OCT 2015,1205
34,2:07:20,,Shumi DECHASA,28 MAY 1989,BRN,4,,Tokyo (JPN),22 FEB 2015,1205
34,2:07:20,,Lukas Lokobe KANDA,01 JAN 1983,KEN,2,,Paris (FRA),12 APR 2015,1205
36,2:07:22,,Peter Kimeli SOME,05 JUN 1990,KEN,5,,Tokyo (JPN),22 FEB 2015,1204
37,2:07:25,,Markos GENETI,07 JUN 1984,ETH,6,,Tokyo (JPN),22 FEB 2015,1203
38,2:07:26,,Girmay Birhanu GEBRU,27 JAN 1987,ETH,1,,Daegu (KOR),05 APR 2015,1203
39,2:07:33,,Seboka Dibaba TOLA,10 NOV 1987,ETH,3,,Paris (FRA),12 APR 2015,1201
40,2:07:39,,Masato IMAI,02 APR 1984,JPN,7,,Tokyo (JPN),22 FEB 2015,1200
