Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
53,2:25:56,,Meseret MENGISTU,06 MAR 1990,ETH,1,,Beijing (CHN),17 SEP 2016,1173
54,2:25:57,,Prisca JEPTOO,24 JUN 1984,KEN,4,,Amsterdam (NED),16 OCT 2016,1173
55,2:26:07,,Bruktayit ESHETU,29 SEP 1990,ETH,1,,"Houston, TX (USA)",17 JAN 2016,1171
56,2:26:08,,Desiree LINDEN,26 JUL 1983,USA,7,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1171
57,2:26:11,,Bethelhem MOGES,03 MAY 1991,ETH,3,,Valencia (ESP),20 NOV 2016,1171
58,2:26:13,,Ruihuan LIU,29 JUN 1992,CHN,1,,Chongqing (CHN),20 MAR 2016,1170
59,2:26:14,,Gulume CHALA,11 SEP 1992,ETH,2,,Paris (FRA),03 APR 2016,1170
60,2:26:15,,Letebrhan Haylay GEBRESLASEA,29 OCT 1990,ETH,1,,Rotterdam (NED),10 APR 2016,1170
61,2:26:18,,Roza DEREJE,09 MAY 1997,ETH,1,,Shanghai (CHN),30 OCT 2016,1169
62,2:26:20,,Margaret AGAI,10 JUN 1988,KEN,2,,Shanghai (CHN),30 OCT 2016,1169
63,2:26:26,,Meseret Hailu DEBELE,12 SEP 1990,ETH,2,,Hamburg (GER),17 APR 2016,1168
64,2:26:29,,Tadelech BEKELE,11 APR 1991,ETH,2,,Toronto (CAN),16 OCT 2016,1168
65,2:26:34,,Mestawat TUFA,14 SEP 1983,ETH,7,,Dubai (UAE),22 JAN 2016,1167
66,2:26:40,,Misato HORIE,10 MAR 1987,JPN,1,,Gold Coast (AUS),03 JUL 2016,1166
67,2:26:53,,Fantu JIMMA,11 SEP 1987,ETH,3,,Xiamen (CHN),02 JAN 2016,1164
68,2:27:06,,Koren Jelila YAL,18 JAN 1987,ETH,1,,Ottawa (CAN),29 MAY 2016,1161
69,2:27:07,,Sarah CHEBET,14 JUL 1988,KEN,3,,Frankfurt (GER),30 OCT 2016,1161
70,2:27:08,,Wude AYALEW,04 JUL 1987,ETH,3,,Shanghai (CHN),30 OCT 2016,1161
71,2:27:23,,Janet Jelagat RONO,08 DEC 1988,KEN,4,,Seoul (KOR),20 MAR 2016,1159
71,2:27:23,,Risper CHEBET,06 JUN 1992,KEN,3,,Praha (CZE),08 MAY 2016,1159
73,2:27:27,,Michi NUMATA,06 MAY 1989,JPN,9,,Nagoya (JPN),13 MAR 2016,1158
74,2:27:35,,Lisa WEIGHTMAN,16 JAN 1979,AUS,2,,"Houston, TX (USA)",17 JAN 2016,1157
75,2:27:36,,Maja NEUENSCHWANDER,13 FEB 1980,SUI,8,,Tokyo (JPN),28 FEB 2016,1156
76,2:27:39,,Caroline Cheptanui KILEL,21 MAR 1981,KEN,1,,Daegu (KOR),03 APR 2016,1156
77,2:27:40,,Leah KIPRONO,15 APR 1980,KEN,1,,Zhengzhou (CHN),27 MAR 2016,1156
77,2:27:40,,Inés MELCHOR,30 AUG 1986,PER,2,,Daegu (KOR),03 APR 2016,1156
79,2:27:41,,Priscah Jepleting CHERONO,27 JUN 1980,KEN,1,,Venezia (ITA),23 OCT 2016,1156
79,2:27:41,,Aberu Mekuria ZENNEBE,24 DEC 1983,ETH,4,,Valencia (ESP),20 NOV 2016,1156
81,2:27:50,,Anja SCHERL,12 APR 1986,GER,3,,Hamburg (GER),17 APR 2016,1154
82,2:27:53,,Rael Nguriatukei KINYARA,04 APR 1984,KEN,4,,Shanghai (CHN),30 OCT 2016,1154
83,2:28:01,,Sally KIPYEGO,19 DEC 1985,KEN,2,,"New York, NY (USA)",06 NOV 2016,1152
84,2:28:06,,Pamela ROTICH,25 DEC 1984,KEN,1,,Rabat (MAR),13 MAR 2016,1151
84,2:28:06,,Ji Hyang KIM,26 SEP 1995,PRK,1,,Pyongyang (PRK),10 APR 2016,1151
86,2:28:11,,Dinknesh Mekash TEFERA,11 SEP 1985,ETH,3,,Paris (FRA),03 APR 2016,1151
87,2:28:13,,Molly HUDDLE,31 AUG 1984,USA,3,,"New York, NY (USA)",06 NOV 2016,1150
88,2:28:25,,Amy CRAGG,21 JAN 1984,USA,9,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1148
89,2:28:26,,Monika STEFANOWICZ,15 MAY 1980,POL,4,,Hamburg (GER),17 APR 2016,1148
89,2:28:26,,Grace MOMANYI,13 FEB 1981,KEN,1,,Hefei (CHN),12 NOV 2016,1148
91,2:28:34,,Tatiana ARKHIPOVA,08 APR 1983,RUS,1,,Volgograd (RUS),01 MAY 2016,1147
91,2:28:34,,Katharina HEINIG,22 AUG 1989,GER,5,,Berlin (GER),25 SEP 2016,1147
93,2:28:36,,Hye-Song KIM,09 MAR 1993,PRK,10,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1146
93,2:28:36,,Hye Gyong KIM,09 MAR 1993,PRK,11,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1146
95,2:28:37,,Esther CHEMTAI,04 JUN 1988,KEN,2,,Rabat (MAR),13 MAR 2016,1146
96,2:28:42,,Sichala KUMESHI,19 JUN 1995,ETH,1,,Warszawa (POL),24 APR 2016,1145
97,2:28:43,,Sechale DALASA,20 SEP 1991,ETH,3,,"Houston, TX (USA)",17 JAN 2016,1145
98,2:28:46,,Winny JEPKORIR,10 JUN 1990,KEN,1,,Firenze (ITA),27 NOV 2016,1145
99,2:28:48,,Yong Sun SIN,20 MAY 1990,PRK,2,,Pyongyang (PRK),10 APR 2016,1144
100,2:28:49,,Ryoko KIZAKI,21 JUN 1985,JPN,10,,Nagoya (JPN),13 MAR 2016,1144
